^SAMPLE = GSM2474322
!Sample_title = C1 Synchronous Paraganglioma one
!Sample_geo_accession = GSM2474322
!Sample_status = Public on Feb 02 2017
!Sample_submission_date = Feb 01 2017
!Sample_last_update_date = Feb 02 2017
!Sample_type = genomic
!Sample_channel_count = 1
!Sample_source_name_ch1 = Paraganglioma/extra-adrenal Phaeochromocytoma
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = tissue: Paraganglioma/extra-adrenal Phaeochromocytoma
!Sample_characteristics_ch1 = Sex: Male
!Sample_characteristics_ch1 = Stage: benign
!Sample_molecule_ch1 = genomic DNA
!Sample_extract_protocol_ch1 = DNA was extracted from fresh frozen tissue samples with the Qiagen Dneasy blood and tissue kit, or from formalin-fixed parrafin-embedded tissue using the Qiagen QIAamp FFPE DNA kit
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = Affymetrix CytoscanHD/OncoScan standard protocol
!Sample_hyb_protocol = Affymetrix CytoscanHD/OncoScan standard protocol
!Sample_scan_protocol = Affymetrix CytoscanHD/OncoScan standard protocol
!Sample_description = Fresh Frozen DNA, CytoscanHD
!Sample_description = C1-PGL1
!Sample_data_processing = Chromosome Analysis Suite (ChAS) with internal reference
!Sample_platform_id = GPL16131
!Sample_contact_name = Aidan,John,Flynn
!Sample_contact_email = aidan.ja.flynn@gmail.com
!Sample_contact_laboratory = Molecular Imaging and Targeted Therapeutics
!Sample_contact_department = Research
!Sample_contact_institute = Peter MacCallum Cancer Center
!Sample_contact_address = 305 Grattan St
!Sample_contact_city = Melbourne
!Sample_contact_state = Victoria
!Sample_contact_zip/postal_code = 3000
!Sample_contact_country = Australia
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2474nnn/GSM2474322/suppl/GSM2474322_C1_PGL1_CytoScanHD_Array_.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2474nnn/GSM2474322/suppl/GSM2474322_C1_PGL1_CytoScanHD_Array_.cyhd.cychp.gz
!Sample_series_id = GSE94378
!Sample_data_row_count = 2749693
#ID_REF = 
#VALUE = LOG2 RATIO
#WEIGHTED LOG2 RATIO = 
#SMOOTH SIGNAL = 
!sample_table_begin
ID_REF	VALUE	WEIGHTED LOG2 RATIO	SMOOTH SIGNAL
C-7SARK	0.140517	-0.097656	1.527865
C-4WYLN	-0.217651	-0.090722	1.527445
C-3BFNY	-0.109785	-0.105033	1.527074
C-7ONNE	-0.203516	-0.097027	1.527026
C-6HYCN	-0.067620	-0.236507	1.526254
C-7SCGC	-0.374377	-0.226475	1.525941
C-7RZQQ	-0.202224	-0.237240	1.525154
C-7RZWZ	-0.280439	-0.224439	1.524298
C-7SEBI	-0.257207	-0.104162	1.523964
C-7RZIL	-0.012253	-0.088141	1.521840
C-4NQTX	-0.256316	-0.095068	1.519739
C-7SDKW	0.162702	-0.075704	1.519246
S-3WRNV	nan	nan	nan
C-7RXVK	-0.458367	-0.349267	1.519025
C-4LHKS	-0.281443	-0.326758	1.519001
C-7RWHE	-0.452106	-0.333707	1.519120
C-7SBEJ	-0.126347	-0.308532	1.518813
C-7RYJO	-0.217623	-0.235351	1.518966
C-7SEGS	-0.320258	-0.208205	1.518213
C-4LLXK	-0.187173	-0.221595	1.517887
!sample_table_end
